label,comment_processed
0,自动关机 语 
4,迫不及待 拆开 手感 不错 价格便宜 质感 满意 价格 满意 希望 过些天 不会 掉价 
4,外形 外观 手机 包装 破损 物流 快 手机 外观 漂亮 款式 好看 质量 正品 做工 精致 屏幕 细腻 够 清晰 色彩 饱和度 不错 照相 不错 很漂亮 音质 很棒 系统 功能强大 运行 速度 很快 电影 听 音乐 力 非常 享受 操作 简单 内存 足够 性价比 蛮高 价格 实惠 便宜 划算 支持 超 喜欢 
1,买 降价 太快 
1,后悔 入坑 充电 速度 游戏卡 顿 像素 
0,手机 特别 垃圾 好多 运行 不了 以后 再也 不买 真实 评价 
4,款 手机 双十 购买 一段时间 评价 双十 活动 价及 优惠券 叠加 只花 外形 外观 个人 觉得 外观 漂亮 手感 侧边 指纹识别 速度 很快 拍照 效果 拍照 效果 清晰 效果 运行 速度 十 速度 快 屏幕 音效 屏幕 流畅 速度 快 特色 款 手机电池 没 二天 一次 电 
0,差评 连个 耳机 没有 
0,感觉 一直 戏弄 感觉 一直 改 活动 大半夜 睡觉 交 定金 付 尾款 买 现货 买 现货 还少 五十 送 蓝牙 耳机 
2,裸机 钢化 膜 送 实体店 买 
0,说 送 耳机 没有 问 客服 搭理 真是 
0,配送 服务 本来 星 怕 不良 商家 应用 套路 评分 算 均值 无法 显示 差评 星 客服 发货 时间 一再 忽悠 号 下单 号 活动 降价 一下 说 号 发 一下 号 一下 号 现在 说 号 发货 怕 重新 生产 京东 购物 体验 感 现在 越来越 看齐 货不真价 不值 关键 时性 差得 客服 质量 差得 只会 机器人 说 非常 抱歉 不好意思 废话 不能 解决 实际 问题 垃圾 垃圾 垃圾 已经 使用 一个 费神 一个 超级 超级 一次 购物 
4,外形 外观 外形 大气 比较 适合 年轻人 屏幕 音效 音效 非常 喜欢 洗澡 听歌 拍照 效果 女朋友 一起 经常 合拍 像素 运行 速度 不卡 打起 游戏 舒服 
0,年 月 号 收到 手机 年 月 号 妈 发现 手机 问题 手机 杂音 办 退货 
4,特别 好用 一款 手机 外形 弧线 特别 漂亮 拍照 效果 直接 美颜 听歌 音效 运行 速度 很快 主要 快 充太牛 瞬间 满格 超级 颜色 特别 喜欢 大气 
2,手机 行 耳机 没 
2,电池 有点 耐用 还好 指纹 有点 不太 灵敏 
0,垃圾 升级 最新 系统 经常性 断网 导致 定位 不准 还会 重启 
4,拍照 效果 据说 非常 今晚 试试 屏幕 音效 清脆 好听 外形 外观 好看 流 线条美 特色 特效 不错 好玩 待机时间 长是 真长 运行 速度 快 
4,终于 换成 外形 摄像头 多且 花里胡哨 拍照 效果 挺 模式 更 丰富 运行 待机 说得过去 毕竟 新机 肯定 带 动 个人 觉得 安卓机 渐渐 没有 太大 差异化 更 便捷 充电器 接口 充电 方面 闪充 一直 很快 送 背景 挺 香 
4,运行 速度 几天 评价 手机 性价比 高 值得 拥有 
0,体验 掉电 快 发热 下单 需注意 
2,一天 要充 两三次 电 玩游戏 只刷 抖音 一两个 钟上 微信 太 耐用 
4,外形 外观 外表 很漂亮 屏幕 音效 大屏幕 手机 声音 外放 清楚 拍照 效果 照相 效果 清晰 运行 速度 运行 流畅 待机时间 充电 很快 待机时间 长 特色 物美价廉 价位 里 不错 
2,经常 应用 闪退 怎么回事 
0,耗电 特快 充电 确实 挺快 不了 半天 没电 
4,真的 惊艳 手机 流畅 度 挺快 屏幕 真 没有 想吐槽 地方 物流 很快 安卓机 几年 挺 走心 游戏 一点 不卡顿 视频 真的 挺 流畅 颜色 挺 买来 地用 总体 真的 不错 用用 看吧 目前 真的 真的 不要 太 喜欢 
0,垃圾 第一次 买 最后 一次 买 新 买不到 一个月 手机 没装 其他软件 基本 系统 自带 卡顿 客服 说 软件 安装 过多 垃圾 没有 定期 清理 逗我 配置 配置 半年 一年 发生 情况 理解 不到 一个月 没装 其他软件 打开 微信 消息 卡 更 关键 二手 长辈 买 拆开 没 长辈 旁边 长辈 不太会 手机 现在 情况 发现 年 月 下旬 买 手机 年 月份 已经 开机 手机 文件 内有 记录 真 几把 坑 店铺 我要 投诉 手机 真 垃圾 近 块钱 中 高 配置 手机 没有 上次 买 块钱 小米 屏下 指纹 版好 走 一波 匿名 显 黑 实名 评论 举报 
1,刚买 完 没多久 降价 感觉 挺 差劲 
4,优点 不错 续航 素质 不错 少数 能过 经常 用夏普 屏幕 眼睛 夏普 差太多 比起 大部分 屏 清晰 不少 类 原生 很赞 长期 原生 系统 很快 适应 暂时 影响 简单 不怎么 搞 机刷 调度 养老 性能 频段 满血 随便 调 缺点 双挖 孔 确实 有点 丑 强迫症 建议 放弃 我能 接受 夏普 设计 摩托 简直 轻而易举 受虐 滑稽 系统 体验 不行 经常 杀 后台 冰箱 冻结 手机 管家 很多 偶尔 出现 断流 新 版本 不怎么 省 电 总评 比较 适合 原生 党 一款 手机 素质 不错 续航 要求 友好 夏普 用户 表示 摩托 续航 简直 泪流满面 
4,手机 收到 非常 好像 素试 清晰 款 颜色 非常 很漂亮 运行 速度 很棒 满意 
2,上网 特别 慢 知道 原因 现在 同一 环境 下比快 知道 原因 买 不能 换 请问 改善 办法 
0,欢喜 让我忧 爱 祖国 希望 国货 当自强 设计 缺陷 服务 冰冷 彻底 死心 告诉 粉丝 靠不住 不要 购买 简直 丑 人称 死 强 花钱买 罪受 
0,手机 不怎么样 电池 半天 冲电 赠品 没有 
0,垃圾 手机 一个 星期 送话器 坏 客服 段时间 一个月 坏 坏 
4,运行 速度 快 外形 外观 漂亮 屏幕 音效 洪亮 拍照 效果 清晰 待机时间 久 特色 十分满意 手感 好分 频率 清晰 客服 态度 好性 比价 高 值得 推荐 一下 
4,手机 不错 爸妈 各买 一部 性价比 高 
2,之前 没用过 这中框 好看 实际 拿手 上用 久点 终归 不合 人体工学 久 点卡 手累 系统 操作 设置 方面 总觉 差点 意思 现 感觉 一般般 喜欢 全面 屏 当时 同价位 选上 这款 
4,手机 好看 质量 正品 玩游戏 电影 流畅 值得 拥有 
4,手机 真的 不错 物流 快 昨天 买 今天 手机 外包装 完好无损 看上 这款 手机 长时间 终于 买 到手 老公 送 七夕 礼物 颜色 很漂亮 
2,没有 想象 中 好看 屏幕 边角 字幕 有时候 看不见 
0,掉电 掉 怀疑 人生 买来 没 最近 打开 发现 手机 外壳 好几处 划痕 尤其 顶部 一大块 划痕 很深 深度 怀疑 是不是 用过 翻版 机 
0,手机 没多久 会 突然 短路 秒 关机 
4,好看 实用 充电 快 耗电 慢送 耳机 音质 缺点 麦克风 音量 偏低 新 软件 加载 模块 较慢 通知 左右 布局 方便 查看 左侧 通知 
2,真的 跌价 太快 买 亏 手机 还会 时不时 发烫 看清楚 买 
4,手机 包装 破损 物流 快 手机 外观 漂亮 款式 好看 质量 正品 做工 精致 屏幕 细腻 够 清晰 色彩 饱和度 不错 照相 不错 很漂亮 音质 很棒 系统 功能强大 运行 速度 很快 电影 听 音乐 力 非常 享受 操作 简单 内存 足够 
4,很多 款 最终 选定 一个 手机 非常 好用 运行 速度 快 不卡顿 拍照 清晰 模式 选 很多 最棒 手感 超好 外观 美观 非常 推荐 一款 
0,卡得 要死 没 网快 
0,真是 好气 手机 晚 送来 一天 忍 送来 居然 残次品 没用 几秒 就断 网差 评差评 
4,宝贝 收到 物流 力 客服 服务态度 手机 外观 很漂亮 时尚 大方 质量 做工 不错 手机 手感 刷屏 速度 很快 音效 不错 比较 清晰 拍照 效果 清晰 运行 速度 很快 待机时间 长 玩游戏 流畅 不卡 物美价廉 物超所值 
4,外形 外观 颜色 清新 外观 流畅 手感 手机 轻薄 质感 适合 女生 使用 起来 没有 压力感 屏幕 音效 画面 颜色 清新 颜色 匹配 度 拍照 效果 喜欢 拍照 效果 功能 拍照 效果 颜色 清晰 拍 效果 非常 之前 后来 换 牌子 拍照 效果 没有 现在 换回来 运行 速度 目前 运行 速度 适合 非常 快 
0,活动 嘘头 骗人 满减 之后 几天 直接 
2,信号 稳定 现在 主要 微信 应 微信象 打电话 视频 电话 一拔 响 微信 视频 电话 其本接 不到 象 手机 摆设 机子 都行 不行 知道 解释 比上 稍微 好点 换 退 麻烦 
0,鬼连个 王者 荣耀 带 不动 卡得 剩下 半条命 知道 手机 脸 京东 销售 一天 追评 一次 
0,垃圾 手机 一个半月 以后 手机 没有 快充 或者说 有时候 有时候 没有 电量 特别 低低 少于 百分之十五 一下 快充 慢充 现在 百分之三十 一直 慢充 真 烦人 
0,一个月 不到 出现 几次 卡顿 现象 
2,一般般 没有 带 耳机 问 客服 客服 说 活动 时间 耳机 
0,服务态度 差 手机配件 齐全 没有 具体 说明 
1,反应速度 运行 速度 运行 速度慢 一年 半 畅享 差不多 理想 中有 差距 
4,体验 感 好像 素 超乎 想象 种草 价格 真的 超值 没 化妆 自拍 效果 妆容 磨皮 脸 感觉 省 下次 美颜 相机 
2,没多久 降价 有点 重拿着 累 
0,一个 手机 这种 快递 送来 想 让给 好评 电话 一个 直接 放 柜子 
2,没有 耳机 建议 买 问 清楚 
4,外观 超级 漂亮 屏幕 音效 很棒 拍照 效果 非常 逼真 
1,屏幕 音效 视频 声音 调 最大 手机 背片 半 部分 听到 声音 强 震动 拍照 效果 拍摄 效果 还好 
4,手机 不错 内存 上网 快 屏幕 手机 颜色 喜欢 
4,同等 价位 手机 最后 选择 这款 收到 货 以后 第一 时间 打开 体验 一下 发现 真的 很棒 外观 喜欢 款式 拍照 非常 清晰 性价比 高 京东 自营 店 购买 质量 保障 
4,外形 外观 手机 外观设计 很漂亮 如图所示 放在 电脑 上面 张 屏幕 音效 不错 赠送 原装 耳机 充电器 数据线 良心 苹果 形成 鲜明 好评 拍照 效果 不错 好像 蔡司 镜头 无论是 自拍 拍 夜景 不错 运行 速度 挺快 三星 最新 芯片 流畅 待机时间 开 之后 耗电 比较 快 日常 使用 没 问题 特色 京东 物流 速度 很快 隔天 方便 好评 
1,耗电 快玩 游戏卡 顿 拍照 
0,买 没 几天 降价 申请 保价 说 赠品 保价 两三天 搞 心里 舒服 购物 愉快 
4,颜值 高 配置 高用 起来 方便 很快 
0,客服 服务态度 问题 解决 表示感谢 
2,买手机 商家 商量 佩戴 耳机 
2,想象 中 相机 屏幕 感觉 太白 
0,操作 方便 屏幕 不灵敏 指纹 解锁 不好 
0,收到 手机 几天 感觉 手机信号 真的 差 信号 不好 有时候 手机 反应速度 太慢 总体 感觉 手机 耗电 挺快 运行 速度 待机时间 
2,手机 待机时间 硬伤 可能 最后 一部 手机 感觉 越做越 差劲 
0,不想 说 买 没多久 竟然 降价 太 讲 诚意 
4,不错 千元 机 性价比 没 骁龙 处理器 电池 瓦 快充 随心所欲 
4,第一次 送 老婆 感觉 不错 充电器 超大 充电 速度 杠杠 变形 器 有意思 
4,手机 收到 实惠 送 赠品 耳机 满意 物流 很快 性价比 高 
0,耳机 没有 真 
2,手机 不到 一个月 降价 几个 意思 没 办法 申请 补退 差价 
0,打游戏 屏幕 直抖 京东 客服 告诉 说 震撼 笑 哈哈哈哈 真是 服 已经 换 一次 换 一次 好久 换 退 过年 懒得 退 真是 垃圾 手机 
0,五月 中旬 买 七月 初 一个半月 降价 四百 太 保值 
2,不到 半年 每次 充电 二个 半小时 
4,外观 时尚 屏幕 摄影 摄像 拍照 效果 运行 流畅 适合 年轻人 使用 游戏 效果 流畅 不卡顿 待机时间 很长 一天 一充 毫无 压力 
4,包装 完好 物流 很快 运行 速度 运行 速度 快 手机 手感 喜欢 
0,手机 喇叭 有点 杂音 
0,手机 刚 收到 性能 后续 使用 追加 评论 体验 最差 一次 网购 月 派送 单 月 精心 准备 惊喜 变得 平淡无奇 物流 差评 
4,流畅 刷新率 高点 更 丝 滑 电池 续航 基本 一天 半一冲 整机 重量 轻 整体 感觉 很棒 
4,使用 一段时间 评价 系统 简洁 操作 没有 卡顿 闪退 电池 耐用 重度 使用 一天到晚 剩 百分之二十 电 轻度 使用 两天 充电 拍照 清晰 自带 美颜 照相 功能 拍 照片 美美 好评 
2,充电 好容易 发热 打电话 本机接 不通 接通 一句 话 
4,搞 活动 减 送 一个 数据线 完美 性价比 炒鸡 高 买来 工作 机器 没事 打打 游戏 感觉 系列 机器 不错 
4,外形 外观 想象 中 长 屏幕 音效 显示 音效 不用说 拍照 效果 运行 速度 打游戏 很爽 待机时间 电池 比较 耐用 充 一次 电 玩游戏 两天 昨天 特色 主打 游戏 手机 游戏 体验 不错 
4,手机 挺 出乎意料 之外 颜色 好看 爸爸妈妈 购买 一部 情侣 款 哈哈哈 喜欢 价位 购买 手机 真的 真的 非常 真的 喜欢 抢 数据线 耳机 物有所值 好感 增加 
0,没有 耳机 说 
4,外形 外观 外形 中规中矩 正面 侧 挖 孔 整体 看起来 不错 屏幕 音效 高 刷新率 屏幕 效果 屏幕显示 相当 不错 拍照 效果 高像素 拍照 效果 相当 不错 运行 速度 运行 内存 速度 相当 快 非常 值得 推荐 待机时间 充电 快 待机时间 长用 起来 特别 舒服 特色 处理器 数一数二 速度 运行 相当 快 性价比 超高 值得 购买 一款 机器 
0,一定 看清 处理器 买 垃圾 处理器 买 浪费 钱 手机卡 不行 
2,颜值 专门 买 拍照 手机 拍照 行 冲着 广角 使用 感受 用电 一直 早上 中午 没电 平时 不怎么 待机 一天 充电 一个 小时 满 降价 买来 两三天 降价 两百 幸好 价保 无话可说 新款 机子 国产机 尿性 
0,半个 月 前 手机 打不进 电话 维修 昨天 拿到 手机 打不进 电话 检测 维修 知道 个头 
0,锤子 快充 要充 几个 小时 
4,设计 薄 手感 好像 素是 亮点 太太 太 清晰 美观 好用 老牌子 值得 信赖 夸夸 京东 快递 速度 真的 没 说 又快又好 京东 值得 信赖 
4,外形 外观 外观 很漂亮 手感 舒服 屏幕 音效 屏幕 音量 音质 拍照 效果 拍照 清晰 美颜 好用 运行 速度 运行 速度 快 指纹 解锁 快 待机时间 待机时间 长 电池电量 续航 时间 长 
1,手机 不怎么 行刚 一卡 一卡 知道 流量 手机卡 
4,顺手 各个方面 挺 价格 不贵 推荐 入手 
0,机器 昨天 已经 退 品控 太次 知道 这颗 太次 系统 问题 没有 小米 流畅 刚 开机 总卡顿 
1,总是 闪退 运行 速度 超慢 比起 苹果 手机 差 很多 像素 好些 以后 不会 买 
4,非常 棒 手机 下单 后个 小时 送到 手中 手机 左看 右 翻来翻去 想起 年前 第一次 买 感动 一部 手机 一张 专辑 副耳机 听 一个 暑假 美好 声音 现在 总有 怀念 希望 越做越 更 留下 美好 回忆 
2,送 赠品 说 直播间 说 让我拿 证据 录播 一整天 怎么弄 
4,物流 非常 快 第二天 打开 之后 惊艳 老婆 换 一个 手机 选择 颜色 非常 喜欢 运行 很快 推荐 
2,物流 很快 手机 用电 太快 太快 
4,手机 收到 非常 满意 外形 外观 外形 好看 选择 深空 线条 流畅 屏幕 音效 屏幕 完好 音效 拍照 效果 拍照 完美 像素 运行 速度 运行 内存 速度 快 完全 够用 
0,刚买 十几天 降价 元太坑 
0,外形 外观 快递 包装 简陋 万一把 屏幕 摔坏 找 
0,耳机 发错 说好 重新 发 没发 差评 
2,质量 不错 拍照 
2,外形 外观 手机 太厚 累 待机时间 电池 耐用 下午 收到 充满 电 没 玩 剩 电 运行 速度 速度 不算 快 特色 手机 看来看去 没什么 特别 特色 接电话 发热 严重 感觉 手机 二手 开机 里面 装 很多 东西 想 退货 知道 不能 
4,起来 非常 
0,电 睡觉 前 设置 省点 模式 早上 八点 起床 基本上 会 没电 
2,发热 网络 不好 续航 不行 华为 差距 
2,刚买 一天 进入 一个 界面 需要 点 好几下 进去 手机 点 不灵敏 
2,几天 打会 游泳 手机 会 出现 发热 现象 充电 会 发热 
4,外形 外观 设计 漂亮 时尚 挺 轻薄 手感 不错 运行 速度 速度 流畅 内存 够 大好 拍照 效果 清晰 画质 拍照 模 特色 配件 齐全 屏幕 画质 送货 很快 收到 货 迫不及待 使用 总体 
4,一个多月 超级 喜欢 手机 像素 特别 月亮 纹路 拍 准确 说 月球 
0,手机 真难用 买 上当 
4,收到 京东 自营 发货 快 昨天晚上 下单 早就 收到 货 手机 外型 好看 颜色 好看 孩子 喜欢 系统 运行 流畅 支持 快充 像素 拍图 比较 清晰 像素 
0,手机 十几分钟 发烫 
4,手机 颜值 运行 流畅 电池 比较 耐用 性价比 高 
4,外形 外观 外观 厚实 分量 屏幕 音效 清晰度 高音质 响亮 拍照 效果 手机 里面 手机 拍照 效果 好好 运行 速度 运行 速度 流畅 没有 卡顿 情况 待机时间 超长 待机 充电 超级 快 特色 送给 老婆 老婆 十分满意 手机 非常 京东 快递 依然 十分 给力 超级 赞 
0,外形 外观 不错 不到 买 一个 曲面 屏幕 高大 应该 最近 天气 热 跟着 伸腰 
2,外形 外观 屏幕 外框 缝隙 太大 知道 永久 会 不会 开胶 待机时间 玩 一盘 游戏 分钟 掉 电 
4,一直 信任 品牌 全家 通用型 老公 手 一部 手感 非常 充电 超速 像素 没 说 外观 越来越 漂亮 送 蓝牙 耳机 非常 实用 
4,手机 收到 挺好用 下次 继续 支持 
0,四天 买 四天 送 一个 所谓 电话卡 不能 价保 买 不能不 选 赠品 
4,这款 之前 系列 挺好用 相机 拍 夜景 美 反应速度 很快 掉电 不快 满意 国产机 越来越 
0,双十 一买 现在 
2,品控 确实 充电 口里 竟然 缺口 进京 东 购物车 卡顿 白屏 偶尔 闪退 
2,说 快递 防护 细品 一下 
1,产品 行 售后 极其 不负责任 说 请稍等 无法 解决问题 
4,手机 收到 迫不及待 想见 真 面容 拆开 惊喜 样子 好看 握感 开机 快 流畅 手快 购买 时 正好 活动 优惠 实惠 希望 手机 一直 好用 
0,木有 耳机 评论 耳机 忘记 问 早 知道 没 耳机 买 这款 
2,没有 以前 做工 失望 
4,外形 外观 外观 好看 摸 起来 舒服 看着 满意 屏幕 音效 屏幕 非常 清晰 刺眼 看着 舒服 拍照 效果 拍照 挺 清晰 个人 觉得 不错 运行 速度 运行 状态 不错 打游戏 存在 卡顿 现象 
4,不错 姑姑 买 第一次 体验 高刷 赞叹 好像 屏幕 好看 一点 原来 看不出来 唯一 缺点 续航 满足 不了 要求 快充 经常 背包 车间 插座 问题 总体 比较满意 
0,手机信号 差 没法 说 爱奇艺 看电视 缓存 半天 出不来 不说 抖音 缓存 半天 不想 说 手机 打游戏 卡死 
0,购机 体验 差 
2,没有 想象 中 
0,打开 之后 没 注意 上壳 发现 机身 上面 有个 坑 影响 美观 
4,收到 手机 眼前一亮 手机 非常 薄 外观 时尚 非常 档次 一直 手机 粉丝 超爱 音质 效果 不错 非常 舒服 照相机 更 厉害 拍 摄影棚 清晰 太 喜欢 大爱 
4,活动 一次 入手 两个 一个 白色 手机 样式 很漂亮 尤其 白色 带有 一点 磨砂 感觉 起来 不卡顿 挺 满意 
0,一直 手机 以前 挺 买 最烂 一次 购机 体验 手机电池 差 耗电 飞快 新手机 一天 正常 用要 充次 电 垃圾 两三年 手机 播放 媒体 声音 忽大忽小 鬼来 号称 万 像素 拍照 效果 没有 像素 原 手机 清楚 倍 放大 模糊 不能 模糊 根本就是 骗人 网 网上 速度 没什么 区别 手机 厚 重长 好丑 浪费 几千块 钱 
0,以后 不会 买 拜拜 
4,运行 速度 快 续航 能力 强 充电 半小时 中度 使用 二天 拍照 杠杠 店铺 诚信 经营 信誉 卓越 推荐 使用 手机 
1,顺手 差评 同价位 配置 差多 
4,外观 精美 手 感觉 满意 金属 质感 包装盒 特色 里面 基本 配置 附带 耳机 手机 壳 原厂 贴膜 舍得 换 操作系统 方便 简单 易懂 开机 秒 进 系统 一点 迟滞 京东 物流 加持 购物 体验 满意 
0,性价比 高 
4,买 女朋友 妈妈 不错 
0,服务 很差 手机 不到 一个月 卡 要死 老是 断网 买 一千多 真的 不值 三千多 刚 买 说 第二天 送到 第三天 送来 一点 责任心 没有 送来 说 现在 手机卡 要死 客服 希望 上当 
0,反应 不灵敏 非常 差劲 电量 耐用 想 买 建议 加钱换 一会 一个 广告 一会 一个 广告 一会 清理 手机 太难用 主要 价格 千万 不要 买 会 变来变去 价格 极其 稳定 找 客服 补差 态度恶劣 强硬 不要 买 这种 垃圾 机器 买 后悔 
0,半个 月 充电器 出 问题 充满 好几个 小时 
2,待机时间 性号 真的 差 安桌 手机 同样 位置 性格 满格换 这台 两格 信号 上网 速度 更 不用说 
1,外形 外观 拍照 效果 拍照 真的 一绝 照相 运行 速度 买 不到 一周 玩 开心 消消 乐 竟然 卡顿 待机时间 充电 比较慢 耗电 比较 快 屏幕 音效 屏幕 颜色 满意 整体 评价 照相 基本 满意 根本 对不起 内存 之前 手机 一年 开心 消消 乐 没卡顿 
1,别买 电不经用 电池 不行 充满 没多久 没 
2,快递 力 手机 刚到 知道 好不好 
0,差评 一个 查 百多 
0,没 电池 一天 不到 
0,特别 建议 购买 说 七天 理由 买 五天 申请 退货 显示 最高 可退 说 退 退 最高 俩 字 不好 理解 是不是 会 退 一块钱 不退 邮 回来 会 不会 坏 毛病 没有 小毛病 无限 发热 严重 早上 一会 多度 烫手 旧 手机 同样 使用 没有 拍照 还好 几天 下来 微距 老 转换 过来 蓝牙 经常 卡住 连接 不上 重启 一下 手机 不能 老是 重启 说 反正 买 上当 
0,二十分钟 不到 机身 已经 发 烫得 厉害 千万 考虑 清楚 下单 
0,掉价 快 便宜 几百块 
4,外形 外观 简单 大方 后背 光线 不同 变换 不同 色彩 喜欢 屏幕 音效 屏幕 效果 惊艳 全场 最舒服 屏幕 效果 拍照 效果 拍照 效果 非常 棒 不愧 自拍 旗舰 运行 速度 运行 速度 很快 待机时间 拿到 收 有待 进一步 体验 特色 特色 轻薄 自拍 旗舰 手机 印象 拾光 前置 万超清 双摄 后置 万 黑光 夜视 旗舰 芯片 拍照 手机 
4,外形 外观 包装 高庄 大气 上档次 低调 奢华 内涵 手机 外观 非常 好看 屏幕 音效 屏幕 显示 效果 声音洪亮 非常 满意 拍照 效果 拍照 效果 棒 满足 日常 拍摄 需求 运行 速度 应用程序 切换 流畅 
4,说 手机 服务 真的 学生 优惠 必 购码 买 送 一个 元 无线耳机 后来 客服 还给 送 双肩包 今天 送 入耳式 耳机 今年 这是 第四 台 全家人 一起 换 手机 特别 好用 推荐 
4,外形 外观 不错 拍照 效果 清晰 待机时间 行 运行 速度 
4,完美 
0,买 没多久 降价 降 三百块 钱 真无语 
4,收到 几天 评价 机子 很漂亮 触摸屏 灵敏 屏幕 看起 舒服 声音 挺 大声 手机 反应 很快 电池 照相 清楚 客服 懂 问 客服 回复 速度 很快 服务态度 老婆 买 几个 支持 
0,买 手机 严重 影响 购物 体验 
4,外观 屏幕 音效 不错 拍照 效果 不错 运行 很快 很快 有点 适应 以前 手机 没 快 
4,新手机 到手 手感 不错 新 系统 好看 丝滑般 流畅 目前 体验 不错 
4,手机 收到 充电 非常 快 打游戏 反应 特快 拍 视频 手机 外壳 全 保护 挺 值得 购买 
4,颜值 高质量 满意 发货 很快 已经 收到 货 商品 描述 差不多 质量 没 问题 关键 价格 合适 买 放心 好评 
2,手机 买 到手 后天 掉价 机器 耗电 快 反应迟钝 
0,运行 速度 系统 不够 完善 有时候 起来 没 方便 手机 还会 发热 待机时间 用电 速度 特别 快放 一夜 剩 百分之三十 打游戏 退出 程序 字体 会 放大 
1,游戏卡 爆 
0,反应 太慢 相信 有用 朋友 知道 
0,差评 差评 差评 客服 一根 颜色 没 拍 想 换个 颜色 退 重新 拍 不能 直接 申请 换货 真的 一根 不会 转弯 直接 退 买 算了 盒子 有点 脏 京东 售后 真是 越来越 差劲 
0,配 外壳 手感 质量 欠佳 未 摔机 磕碰 自然 就裂 
4,发货 快 包装 严实 商品质量 非常 好比 专柜 便宜 很多 客服 服务态度 特别 好评 一次 购物 体验 服务周到 物流 快速 配送 周到 态度 好评 包装 完美 颜值 高 感觉 物超所值 客服 非常 耐心 细致 发货 快 物流 给力 以后 还会 
0,不好 稳定 白跑 外形 外观 屏幕 音效 拍照 效果 不好 运行 速度 待机时间 特色 信号 差算 
0,手机 二手 有时候 点 屏幕 要点 几次 建议 别买 
0,刚买 几天 降价 说 赠品 没有 保价 
2,商品 视频 流畅 度 网速 没有 描述 实际 
0,买 不到 一个月 充电 速度 变慢 
4,拍照 质量 非常 不愧为 蔡司 技术 
0,速度慢 
0,没什么 可说 手机 勉勉强强 客服 到位 
4,款 手机 外形 非常 漂亮 家人 喜欢 双 扬声器 音效 不错 拍照 效果 清楚 充电 很快 闪充 充电器 软件 运行 顺畅 处理 很快 
2,耗电 比较 快 旧 手机 两年 快 打游戏 
0,垃圾 刚 买 星期 降价 
2,拍 灯光 会有 炫光 方面 挺 
0,刚买 一个月 多点 降价 
2,一个月 没 目前 电量 充足 情况 玩 手机 无缘无故 自动 几次 关机 开机 没 发现 问题 后面 会 追加 评价 
4,拿在手上 手感 颜值 没得说 高级 感 十足 像素 够 完美 拍 出 照片 美美 音效 好听 音乐 听 小说 起来 不会 卡 刚换 手机 需要 下载 很多 东西 需要 整理 很多 东西 比较 久 暂时 待机时间 差不多 天 常用 应该 待机时间 会 久 一点 现在 起来 挺 
2,我点 以前 下单 当天 下午 第二天 快 十二点 
4,老妈 买 手机 样式 不错 屏幕 大气 音效 拍照 方面 清晰 像素 高 拍 照片 好看 个把月 运行 速度 方面 不错 希望 质量 过关 久 一点 
4,华彩 好看 女生 适合 外观设计 漂亮 蔡司 镜头 拍照 天花板 适合 喜欢 漂亮 拍照 好看 女生 
2,比较 贵 
4,手机 外观 漂亮 颜色 特别 适合 女生 喔 拍照 清晰 适合 宝妈 宝宝 留念 使用 流畅 心情 美丽 京东 价格 美丽 值得 推荐 
0,新手机 发现 手机 屏幕 周边 露胶 质量 不好 真心 差 以前 手机 现在 换 新手机 出现 这种 问题 不敢 相信 家 产品 
4,外形 外观 好看 超 喜欢 屏幕 音效 声音 很大 拍照 效果 挺不错 清晰 运行 速度 很快 不卡 待机时间 充电 速度 超级 快 一会 充满 
2,手机 运行 速度 快 电池 耐用 不了 一天 
4,手机 确实 好看 朝暮 白 电池 后盖 非常 绚丽多彩 厚度 薄 超级 喜欢 握 手里 适合 手型 舒服 手机 拍 绝 手机 后置 手机 搭载 芯片 基本 够用 推荐 购买 
1,耗电 太快 
2,系统 真的 垃圾 京东 这种 居然 桌面 角标 桌面图标 数字 标记 没有 微信 数字 角标 华为 苹果 小米 系统 没有 数字 标记 设计师 之前 中评 错 应该 星 
0,手机 挺 电池 不行 送个 耳机 坏 
4,比较 几天 选 相机 真是 好用 
4,之前 一直 苹果 手机 现在 看到 京东 活动 价格 便宜 试一下 没想到 打游戏 性能 挺不错 屏幕 不卡 喜欢 
0,一说 一比乐色 低配 高价 华为 好用 很多 家里 非常 喜欢 第二次 买 手机 嘎嘎 香 王者 不错 王者 耗电 低 
0,其实 里面 更新 音乐 录音 今年 一月份 闹钟 设定 
0,号 前 预付款 搞 太坑 现在 下单 便宜 
0,屏幕 音效 手机 一个多月 动不动 没有 声音 一把 游戏 手机 声音 会 出现 杂音 手机 经常 存在 死机 
4,好评 手机电池 没有 华为 耐用 手机 十分 流畅 好评 应 好评 
4,送给 婆婆 礼物 婆婆 喜欢 相机 非常 好看 蔡司 镜头 相机 效果 极棒 手机 性能 京东 送货 超级 快 外形 外观 非常 漂亮 外壳 炫酷 屏幕 音效 触感 极佳 拍照 效果 非常 清楚 运行 速度 非常 快 待机时间 时间 长 
0,手机 毫安 电池 快 讲 真的 手机 以前 好用 一个 毫安 新手机 一个 毫安 新 手机电池 久 还好 一个 新手机 续航 能力 垃圾 新手机 续航 一天 两充 怕 不了 一年 充满 电都 只能 用个 小时 以下 
4,第二台 支持 国产 性价比 超高 照相 录像 真的 超赞用 知道 某果 强太多 华彩 颜色 喜欢 一定 透明 壳 没有 灵魂 哈哈哈哈 
0,手机 视频聊 几分钟 天 发烫 联系 客服 好好 说话 
