评论,评分,label,comment_processed
这款机内置的大部分APP都可以卸载，不能卸载的可设置不推送消息。手机单手可握，侧面指纹用起来也很顺手，这些也好评。无呼吸灯和只能存3000条通话记录这点对做销售，业务的来说有点不方便，但手机娱乐性强，整体来看，值得大部分用户购买。,3,2,这款机 内置 大部分 卸载 不能 卸载 设置 推送 消息 手机 单手 可握 侧面 指纹 起来 顺手 好评 呼吸 灯 只能 存条 通话记录 这点 做 销售业务 有点 方便 手机 娱乐性 强 整体 来看 值得 大部分 用户 购买 
外形外观：手机还是比较漂亮的。屏幕音效：屏幕太差了，不清晰，不通透。毕竟模糊。发暗。拍照效果：拍照效果还不错，比较清晰，夜景可以，就是拍照运行速度卡顿。运行速度：比较卡顿，没有所谓的那么流畅。待机时间：耗电快，不好。充电也慢。反正不推荐购买。速度卡顿，特别是拍照。边用边玩充电速度很慢。,3,2,外形 外观 手机 比较 漂亮 屏幕 音效 屏幕 太差 清晰 通透 毕竟 模糊 发暗 拍照 效果 拍照 效果 不错 比较 清晰 夜景 拍照 运行 速度 卡顿 运行 速度 比较 卡顿 没有 所谓 流畅 待机时间 耗电 快 不好 充电 慢 反正 推荐 购买 速度 卡顿 特别 拍照 边用 边玩 充电 速度 慢 
之前体验过一次，入手发现手机还挺厚的，尤其是安上自带壳之后特别厚，感觉发热算比较严重的，上次用这么烫的手机还是一年的x7，勉强对的起价格。144高刷基本不用，打游戏会跟不上，而且发热，充电，还行吧，感觉跟22.5的差不多，边用边充基本就是10元数据线的体验。其他挺不错的,3,2,之前 体验 一次 入手 发现 手机 挺 厚 尤其 安上 自带 壳 之后 特别 厚 感觉 发热 算 比较严重 上次 烫 手机 一年 勉强 价格 高刷 基本 不用 打游戏 会 跟不上 发热 充电 还行 感觉 差不多 边用 边充 基本 元 数据线 体验 挺不错 
还好吧，一般，散热不太好，刚开始装软件，目前反应还比较快，比较灵活，京东自营送货就是快，隔天就到，都不给我退货的时间?,3,2,还好 散热 不太好 刚 装 软件 目前 反应 比较 快 比较 灵活 京东 自营 送货 快 隔天 退货 时间 
收到了，还不错，就是刚开机让我升级系统，为什么出厂的时候没有更新呢？应用双开没有微博和拼多多，希望可以改进～拍照效果：很清晰，超广角视野开阔外形外观：云氧真的很好看，就是手机屏太容易脏了，有静电，沾的全是毛毛运行速度：下载了微信和QQ，看了会视频，速度还不错屏幕音效：屏幕很亮，声挺大的待机时间：不清楚，等用一段时间再来评价其他特色：618买有优惠，直播还送了赠品,3,2,收到 不错 刚 开机 升级 系统 出厂 没有 更新 应用 双开 没有 微博 拼 多多 希望 改进 拍照 效果 清晰 超广角 视野 开阔 外形 外观 云氧 真的 好看 手机 屏太 容易 脏 静电 沾 全是 毛毛 运行 速度 下载 微信 会 视频 速度 不错 屏幕 音效 屏幕 很亮 声 挺 待机时间 清楚 一段时间 评价 特色 买 优惠 直播 送 赠品 
外形外观：不错，颜色绚丽，质感还行屏幕音效：屏幕音效：屏幕确实不错，LCD里算好的了。 声音大，但音效一般拍照效果：一般，扫码够用，略微有点偏色运行速度：运行速度快待机时间：待机耗电略快其他特色：发热略微严重，我不知道那些说吃鸡不烫的是啥想法。高刷确实很香！这价格确实有性价比。我会为了那点豆子违背良心给你写好评吗？想都别想！我这个评价绝对客观公平，豆子你爱给不给，老子不在乎！,3,2,外形 外观 不错 颜色 绚丽 质感 行 屏幕 音效 屏幕 音效 屏幕 确实 不错 里算 声音 音效 拍照 效果 扫码 够用 略微 有点 偏色 运行 速度 运行 速度 快 待机时间 待机 耗电 略 快 特色 发热 略微 严重 知道 说 吃 鸡 烫 想法 高刷 确实 很香 价格 确实 性价比 我会 那点 豆子 违背良心 写 好评 想都别想 评价 绝对 客观 公平 豆子 爱 老子 不在乎 
手机很好，包裹很严实，还做了气泡纸加固。手机很轻，内存很大。充电口很好，充电线也与安卓版不一样。不足的是似乎是二手的，我在检查时发现了3月份的储存音频。可能是退货的手机。物流很快，但是从买到发货隔了时间很长。,3,2,手机 包裹 严实 做 气泡 纸 加固 手机 轻 内存 很大 充电 口 充电 线 安卓版 不足 似乎 二手 检查 时 发现 月份 储存 音频 可能 退货 手机 物流 很快 买 发货 隔 时间 很长 
买没到一个月便宜了四百,3,2,买 没到 一个月 便宜 四百 
昨天到手上今天就降价200,3,2,昨天 手上 今天 降价 
买了不到一个星期就降价了,3,2,买 不到 一个 星期 降价 
刚刚买没多久又降价了???,3,2,刚刚 买 没多久 降价 
到家没两天就看到降价了，郁闷,3,2,到家 没 两天 看到 降价 郁闷 
东西是好东西，就是一直不退差价,3,2,东西 东西 一直 退 差价 
很好，客服解决问题及时,2,1,客服 解决问题 及时 
买回来两天就死机重启,2,1,买回来 两天 死机 重启 
啥都不说了，vivo官网还要便宜一百块？,2,1,说 官网 便宜 一百块 
申请保价了，客服处理很快,3,2,申请 保价 客服 处理 很快 
手机还可以 就是散热不太好,3,2,手机 散热 不太好 
用了几个月手机电池充不满，只能到92%，感觉电池不行。,3,2,几个 月 手机电池 充 不满 只能 感觉 电池 不行 
说备注送耳机 结果还是没有,2,1,说 备注 送 耳机 没有 
没多久就降价了有点重拿着累,3,2,没多久 降价 有点 重拿着 累 
一般般，什么价钱就是什么样的机,3,2,一般般 价钱 机 
外形外观：外观就那样拍照效果： 拍照效果还可以,2,1,外形 外观 外观 拍照 效果 拍照 效果 
刚买回来就连不上蓝牙又换一个,3,2,刚 买回来 连不上 蓝牙 换 一个 
感觉不是太好，凑合用吧,3,2,感觉 不是太好 凑合 
拍照不清晰，充电速度打游戏都跟不上来,2,1,拍照 清晰 充电 速度 打游戏 跟不上 
为什么这个G字缺了一点？,3,2,字缺 一点 
经常应用闪退怎么回事啊,3,2,经常 应用 闪退 怎么回事 
没到一个月，屏幕坏了，已寄回,2,1,没 一个月 屏幕 坏 寄回 
只用这么几天都有点卡顿,2,1,只用 几天 有点 卡顿 
屏幕感觉黄  还有电池不经用,2,1,屏幕 感觉 黄 电池 不经用 
现在还降价  还送耳机  我买的时候啥都没有,3,2,现在 降价 送 耳机 买 没有 
外形外观：外观有点不同其他的用用在补充,3,2,外形 外观 外观 有点 不同 补充 
手机有点卡，不知道为什么呢,3,2,手机 有点 卡 知道 
暖手，没买多久就降价，以后还是实体店买,3,2,暖手 没买 多久 降价 以后 实体店 买 
我才买了半个月，降价就降了好几次。，,2,1,买 半个 月 降价 降 几次 
手机用着还行就是没有耳机送有点遗憾,3,2,手机 还行 没有 耳机 送 有点 遗憾 
屏幕有点不跟手，其他还没发现有啥问题,3,2,屏幕 有点 手 没 发现 问题 
下巴有点宽，144hz感知不明显,3,2,下巴 有点 宽 感知 明显 
拍照效果：拍照不是很好待机时间：待机时间也不好,3,2,拍照 效果 拍照 待机时间 待机时间 不好 
充电器有划痕，感觉就不喜欢了,3,2,充电器 划痕 感觉 喜欢 
充电没我想的那么快啊   好慢,3,2,充电 没 想 快 好慢 
无线网经常会断，信号接受不太好,2,1,无线网 经常 会断 信号 接受 不太好 
待机时间：续航简直尿崩，看个小说半天,2,1,待机时间 续航 简直 尿崩 看个 小说 半天 
有点卡机，千元机算物有所值,3,2,有点 卡机 千元 机算 物有所值 
使用一个多月，超垃圾，经常性显示无s卡，关机重启多次才能解决没网络问题。每次进去微信必定卡住，玩着充电超级慢,3,2,使用 一个多月 超 垃圾 经常性 显示 无卡 关机 重启 多次 解决 没 网络 问题 每次 进去 微信 必定 卡住 玩 充电 超级 慢 
屏幕触感不好，要点几下才可以,3,2,屏幕 触感 不好 要点 几下 
就是不送个耳机，就缺个耳机,3,2,不送个 耳机 缺个 耳机 
总感觉手机屏幕不太好使是的,3,2,总 感觉 手机 屏幕 不太好 
商品用下来感觉小问题比较多,2,1,商品 下来 感觉 问题 比较 
信号接受能力好差。还不如我一千买的平板。,2,1,信号 接受 能力 好差 一千 买 平板 
以为是vivo，结果不是，拍照片不咋的，后悔了,3,2,拍照片 后悔 
玩游戏时每次连蓝牙耳机都闪退,3,2,玩游戏 时 每次 蓝牙 耳机 闪退 
可以退货吗？昨天和今天价格相差几300多,3,2,退货 昨天 今天 价格 相差 几多 
手机可以的，就是不配送耳机，还要自己买原装耳机吗？,3,2,手机 配送 耳机 买 原装 耳机 
刚买十天都降价快三百？以后还有信任,3,2,刚买 十天 降价 快 三百 以后 信任 
头天买，第二天就搞活动，还不反差价！！！,3,2,头天 买 第二天 搞 活动 反 差价 
不知道为什么，连wifi信号会不好。,3,2,知道 信号 会 不好 
p?zai拍照效果：真的差。拍照模模糊糊,3,2,拍照 效果 真的 差 拍照 模模糊糊 
屏幕音效：昨天下单，今天又掉价，电池不耐用的，,3,2,屏幕 音效 昨天 下单 今天 掉价 电池 耐用 
给弟弟买的，不知道使用感受如何，但是刚买就降价了一百,3,2,弟弟 买 知道 使用 感受 刚买 降价 一百 
系统不如荣耀的好用，电量一般吧，,3,2,系统 荣耀 用电量 
手机一般，耗电太快，价格漂浮不定,3,2,手机 耗电 太快 价格 漂浮 不定 
使用三四天就开始小迟钝,3,2,使用 三四天 迟钝 
有时有点断网，需重启才行,3,2,有点 断网 需 重启 才行 
说好的退差价呢？什么时候到账,3,2,说好 退 差价 账 
怎么没有耳机，下单的时候写的有,3,2,没有 耳机 下单 写 
信号接收差，带电差不好用,3,2,信号 接收 差 带电 差 不好 
电池不耐用，快充就是个笑话,3,2,电池 耐用 快充 笑话 
买手机没有耳机，还要另外购买耳机。,2,1,买手机 没有 耳机 购买 耳机 
没玩一会手机就热了，电耗得也有点快,3,2,没 玩 一会 手机 热 电耗 有点 快 
我看别人晒的图都有耳机为啥我没有,2,1,图 耳机 为啥 没有 
运行速度：耳机发货发两天都没到有点水,2,1,运行 速度 耳机 发货 发 两天 没到 有点 水 
买手机耳机还是手机分开发货都不是和手机一起的,3,2,买手机 耳机 手机 分开 发货 手机 一起 
手机一般般，外音调大了喇叭就有杂音,3,2,手机 一般般 外 音调 喇叭 杂音 
外形外观：太厚太重，其他的都挺不错，物流是真的很快,2,1,外形 外观 太厚 太重 挺不错 物流 真的 很快 
充电慢死了！！慢！死！了！一个闪充还没我另一个普通充电的手机充的快，一个小时充百分之六十！！！,2,1,充电 慢死 慢死 一个 闪充 没 一个 普通 充电 手机 充 快 一个 小时 充 百分之六十 
屏幕音效：还行外形外观：还行拍照效果：不敢恭维,2,1,屏幕 音效 行 外形 外观 行 拍照 效果 不敢恭维 
明明说看主播有送东西，结果我忘记备注就没有了,2,1,明明 说 看主播 送 东西 忘记 备注 没有 
有时反应不了，质量不是很好,2,1,反应 不了 质量 
用了几天有些卡！凑活着用吧,3,2,几天 卡凑 活着 
不怎么样，新手机还经常死机,3,2,不怎么样 新手机 经常 死机 
我1999买的到手就见着1899了我想退货,3,2,买 到手 见 想 退货 
打游戏充电基本上冲不上？买了好几天了一直这样,3,2,打游戏 充电 基本上 冲不上 买 几天 一直 
待机，也用电的，这是为什么呢？？,3,2,待机 用电 
怎么没有说明书和保修卡拉,3,2,没有 说明书 保修卡 拉 
不好用，还没有之前买的x9好用,2,1,不好 没有 之前 买 
说付尾款前2400名赠送充电器，结果我踩着点付款，说我不在名单里，耍猴？,2,1,说付 尾款 前名 赠送 充电器 点 付款 说 名单 里 耍猴 
待机时间：电池耗电快，忒别后面，看的掉电,3,2,待机时间 电池 耗电 快忒别 后面 掉电 
手机本身没啥说的，但刚买完不到一周就能领劵优惠200，并且不能价保申诉。,3,2,手机 没 说 刚 买 完 不到 一周 能领 优惠 不能 价保 申诉 
待机时间：电池不行，充满电待机不玩一天就没电了,2,1,待机时间 电池 不行 充满 电 待机 不玩 一天 没电 
真的是精简，精简到耳机都没有?,2,1,真的 精简 精简 耳机 没有 
以前用的小米，现在换这个感觉系统没有小米的顺手,3,2,以前 小米 现在 换 感觉 系统 没有 小米 顺手 
手机有时候黑屏，还不如以前买的小米手机,3,2,手机 有时候 黑屏 以前 买 小米 手机 
手机不错，但是手机膜有刮痕，而且客服只建议自己去修,2,1,手机 不错 手机 膜 刮痕 客服 建议 修 
卡得要死  不介意买,2,1,卡得 要死 不介意 买 
这手机刚买2天放着不用也发热电也掉的快,2,1,手机 刚买天 放着不用 发热 电 掉 快 
我没收到手机时，物流就显示也签收。收到时，物流盒子是破的了个大洞。,3,2,没收 手机 时 物流 显示 签收 收到 时 物流 盒子 破 大洞 
为啥没有耳机，买手机不给耳机，就个充电器。,2,1,为啥 没有 耳机 买手机 耳机 充电器 
打游戏一般，没我想象的那么好，屏幕总感觉有点问题,3,2,打游戏 没 想象 屏幕 总 感觉 有点 问题 
总体来说玩吃鸡还不错，打王者荣耀就算了，这款手机不适合打王者荣耀，手感太差,3,2,总体 玩 吃 鸡 不错 王者 荣耀 这款 手机 适合 王者 荣耀 手感 太 差 
打两把游戏就发热，又重手,3,2,两把 游戏 发热 重手 
挖孔屏用的时候感觉不是很好，其他的都还好,3,2,挖孔 屏用 感觉 还好 
散热方面还是没处理好，电量掉的快,3,2,散热 方面 没 处理 电量 掉 快 
就是一块暖宝宝,3,2,一块 暖 宝宝 
第一次买这个品牌，跟我一年前买的1千多的华为比差远了,2,1,第一次 买 品牌 一年 前 买 千多 华为 差远了 
手机高清通话视频有花屏，有谁遇到这问题吗,3,2,手机 高清 通话 视频 有花屏 遇到 问题 
系统运行内存占的太多，耗电有点快,2,1,系统 运行 内存 占 太 耗电 有点 快 
还专用？王者荣耀一开始游戏就闪退,2,1,专用 王者 荣耀 游戏 闪退 
外观和手感没得说，但是系统太差了,3,2,外观 手感 没得说 系统 太差 
不好用，手机会发热，耗电量快,3,2,不好 手机 会 发热 耗电量 快 
用了短时间充电发热   有闪屏现象  其他还行,3,2,短时间 充电 发热 闪屏 现象 行 
又写送耳机，却不是一起送的，手机都到了，耳机却一动未动。,2,1,写 送 耳机 一起 送 手机 耳机 一动 未 动 
不咋地王者一直460 被举报了,2,1,王者 一直 举报 
送的耳机呢？怎么少了耳机呀？是不是忘记装了？,2,1,送 耳机 少 耳机 是不是 忘记 装 
我是预售买的预售，50是怎么回事啊，大半夜起来付的钱，不过给贴了膜和壳,3,2,预售 买 预售 怎么回事 大半夜 起来 付 钱 贴 膜 壳 
手机凑合，各种毛病频繁出现，换了一台新的试试咋样不行退货,3,2,手机 凑合 毛病 频繁 出现 换 一台 新 试试 咋样 不行 退货 
手机还可以，只是之前产品介绍里面带的IQOO耳机没有，不开心,2,1,手机 之前 产品 介绍 里面 带 耳机 没有 开心 
浏览器有闪退现象，应该用一年也卡顿了,3,2,浏览器 闪退 现象 应该 一年 卡顿 
充了一小时才30%电量是什么情况？？？？？,2,1,充了 小时 电量 情况 
快充不快是几个意思？？？,2,1,快充 不快 几个 意思 
买上不到一个月打游戏就开始卡了，新手机就这？,3,2,买 不到 一个月 打游戏 卡 新手机 
买了一个月了，又开始断网！这手机就只是那来打游戏的，也啥都没干就这样？,2,1,买 一个月 断网 手机 那来 打游戏 没 干 
拍照效果：一般般运行速度：一般般待机时间：耗电像坐火箭一样,2,1,拍照 效果 一般般 运行 速度 一般般 待机时间 耗电 火箭 
还行吧没买的时候都说好买了这不好那不好烦死了,3,2,还行 没 买 说好 买 不好 不好 烦死 
手机一般，反应不是很快，还有电池耗电快,3,2,手机 反应 很快 电池 耗电 快 
别的什么都还行   就是有断网这个问题,3,2,还行 有断 网 问题 
我觉得你们不要那张膜 会让我这种不喜欢戴手机膜的人苦恼的，撕了老半天硬是撕不下来,2,1,觉得 不要 张膜会 这种 喜欢 戴 手机 膜 苦恼 老半天 硬是 下来 
刚买几天又便宜了100元,3,2,刚买 几天 便宜 元 
垃圾，别买，刚用一个月耳机孔就坏了。,3,2,垃圾 别买 刚用 一个月 耳机 孔 坏 
今天到的货。刚一看，降了300多。有被气到,3,2,今天 货刚 看降 气到 
买到了退换机其他到没什么,2,1,买到 退换 机 没什么 
快递到了不送，自己去拿的！,2,1,快递 送 
一般，有时候会卡，也就2000，算了,3,2,有时候 会卡 
玩游戏一发热就卡不怎么好，其他的都还行,2,1,玩游戏 发热 卡 不怎么 还行 
买了第二天就降价了。,3,2,买 第二天 降价 
这包装弄的，刚打开就是这样，得多不在乎啊,3,2,包装 弄 刚 打开 不在乎 
耗电有点快，还发热怎么感觉还有点卡呢？,3,2,耗电 有点 快 发热 感觉 点卡 
运输过程中不知道怎么弄到的,2,1,运输 过程 中 知道 怎么弄 
电池特不耐用，并且拍照效果也不是很好。,2,1,电池 特不 耐用 拍照 效果 
双11刚买的，今天在vivo官网上一看，直接降了200元,2,1,双刚 买 今天 官 网上 一看 直接 降 元 
什么东西，刚买就降价,3,2,东西 刚买 降价 
***，刚买没多久就降300,2,1,刚买 没多久 降 
说好的赠品呢？没一起送过来,3,2,说好 赠品 没 一起 送过来 
经常断流，不推荐购买，只能说联发科的东西还是不行,3,2,经常 断流 推荐 购买 只能 说联 发科 东西 不行 
还不如1000左右手机的手感，一买就降价，水分够足,2,1,左右 手机 手感 一买 降价 水分 够 足 
买的时候图片上显示送无线耳机和蓝牙音箱，收到货一个也没送,3,2,买 图片 显示 送 无线耳机 蓝牙 音箱 收到 货 一个 没 送 
下单隔天就降价预告，外观有点挫，电池不经用,3,2,下单 隔天 降价 预告 外观 有点 电池 不经用 
质感真的比荣耀x10差不止一点，郁闷。买了台x10，买了台这个，知道就买reallyme得了,3,2,质感 真的 荣耀 差 不止 一点 郁闷 买 台 买 台 知道 买 
一般般，有点重，触屏效果一般，先用着看吧,3,2,一般般 有点 重触 屏 效果 先用 看吧 
电池一般，触屏垃圾，用的很不爽,3,2,电池 触屏 垃圾 不爽 
中体还行，机身太厚，指纹是开关键，啥也没送！,3,2,中体 还行 机身 太厚 指纹 开 关键 没 送 
买了第二天降价一百，打王者一直掉帧,3,2,买 第二天 降价 一百 王者 一直 掉 帧 
用了一个多月，啥也不说，打游戏是真的服，一只卡断，太牛了，掉帧,2,1,一个多月 说 打游戏 真的 服 一只 卡断 太牛 掉 帧 
电池不耐用，新机电池只能用一天，其它的还可以,3,2,电池 耐用 新机 电池 只能 一天 
怎么说呢，这手机真不建议买,2,1,说 手机 真 建议 买 
别家有好多东西送，这家什么都没有,2,1,别家 好多 东西 送 这家 没有 
买之前说是送耳机，买了后就没人管了。,2,1,买 之前 说 送 耳机 买 没人管 
手机外观一般，不过打游戏比较流畅，而且不发热。,3,2,手机 外观 打游戏 比较 流畅 发热 
我昨天晚上下的单购京东自营，今天中午送来的手机，但晚上该款手机你们京东自营的报价比我购机价立马低了200元。你们怎么解决这个问题？,2,1,昨天晚上 单购 京东 自营 今天 中午 送来 手机 晚上 该款 手机 京东 自营 报价 购机 价 立马 低 元 解决 问题 
感谢京东的诚信经营，承诺的保价说到做到，已退回我200元（是在刚完成购买手机订单的该款手机商家新优惠价的差价）。,3,2,感谢 京东 诚信 经营 承诺 保价 说到做到 退回 我元 刚 完成 购买 手机 订单 该款 手机 商家 新 优惠价 差价 
就那么回事，一个跌了300,3,2,那么回事 一个 
处理器不稳定，还有我刚买了两天就降价，还送耳机，我买的时候什么都不给(*￣m￣),2,1,处理器 稳定 我刚 买 两天 降价 送 耳机 买 
有点费电，5000跟它一点关系都没有。。。。。。。,3,2,有点 费电 一点 关系 没有 
才用了一天 摄像头膜就破了 也没干嘛,3,2,一天 摄像头 膜 破 没 干嘛 
网速慢，上网好卡，电池还行。,2,1,网速慢 上网 好卡 电池 行 
性价比属实一般，也没啥卖点,3,2,性价比 属实 没 卖点 
有点厚，像素好差，焦距很近。其他的还好,3,2,有点 厚 像素 好差 焦距 很近 还好 
有清微卡顿，蓝牙搜不到耳机申请了换货换货后再来追加评论,2,1,有清 微卡顿 蓝牙 不到 耳机 申请 换货 换货 追加 评论 
外形外观：不怎么，摄像头位置不好，照出来斜的,3,2,外形 外观 不怎么 摄像头 位置 不好 照出来 
不是说有送耳机的吗？怎么没有,2,1,说 送 耳机 没有 
买完还没开始用就降价了。愤怒,3,2,买 完 没 降价 愤怒 
带电量不是特别好，充满电只能待一天，我不玩游戏,3,2,带电 量 特别 充满 电 只能 一天 玩游戏 
这分明就是一个广告接收器！,2,1,分明 一个 广告 接收器 
商品一般，就这么个价位，将就用,3,2,商品 价位 
**，说好送耳机，结果一个月了还没送,2,1,说好 送 耳机 一个月 没 送 
商家的嘴，骗人的鬼,3,2,商家 骗人 鬼 
买回的当晚充满电，到第二天晚八点就没电了。??,3,2,买 回 当晚 充满 电到 第二天 晚八点 没电 
这信号跟伊拉克一样级别，比我用了三年的荣耀V10还差。,3,2,信号 伊拉克 级别 三年 荣耀 差 
是真垃圾啊，不单单卡，还**摄像头启动不了，什么鬼垃圾手机？摄像头用不了，老是说启动失败，各位要买的谨慎了，垃圾垃圾,2,1,真 垃圾 单单 卡 摄像头 启动 不了 鬼 垃圾 手机 摄像头 不了 老是 说 启动 失败 买 谨慎 垃圾 垃圾 
对于手机没有什么意见，但是对于他们的活动我真的是醉了，找客服要说法就是不回复你，直接买比预约还便宜那还要预约有什么用。,2,1,手机 没有 意见 活动 真的 醉 找 客服 说法 回复 直接 买 预约 便宜 预约 
手机还行，商家太随意，一天变个优惠，不地道得很，昨天刚买的，今天又降价，损失100块。,3,2,手机 行 商家 太 随意 一天 变个 优惠 地道 昨天 刚买 今天 降价 损失 块 
手机卡顿，进软件进不去,3,2,手机卡 顿进 软件 进不去 
电池不耐用，手机还会卡，根本没有介绍的那么好,2,1,电池 耐用 手机 还会卡 根本 没有 介绍 
手机不怎么存电，其他还感觉可以,3,2,手机 不怎么 存电 感觉 
出门断用wifi后常用不了流量，要重启手机才可以,2,1,出门 断用 常用 不了 流量 重启 手机 
其他特色：手机发热快，耗电量快,2,1,特色 手机 发热 快 耗电量 快 
用着用着就一个星期就出问题了,3,2,一个 星期 出 问题 
没一个月呢就降价300块钱,3,2,没 一个月 降价 块钱 
就这样吧，耳机也不给,3,2,耳机 
啥都好就是电池似乎有点不耐用,3,2,电池 似乎 有点 耐用 
网络感觉有点不太稳定，其他还好,3,2,网络 感觉 有点 不太 稳定 还好 
耗电量大，没有耳机。,3,2,耗电量 没有 耳机 
一般般，不戴套还将就，戴套跟板砖一样。。。,3,2,一般般 不戴套 戴套 板砖 
充电非常快，耗电更快。,2,1,充电 非常 快 耗电 更 快 
网速一般  蓝牙总断,3,2,网速 蓝牙 总断 
尴尬了买了一个多月直接降价了,2,1,尴尬 买 一个多月 直接 降价 
一般，买来当老年机用的,2,1,买来 老年 机用 
心情不好，刚买了就降价啥也没有，手机反应速度一半不如华为,2,1,心情 不好 刚买 降价 没有 手机 反应速度 一半 华为 
今天收到货了立马试用怎么感觉有点发热呢,3,2,今天 收到 货 立马 试用 感觉 有点 发热 
感觉一般般吧！信号比较差，时不时会断网，，,3,2,感觉 一般般 信号 比较 差 时不时 会断 网 
耳机都用不了，说好换货也没有换,2,1,耳机 不了 说好 换货 没有 换 
其他都好，只有电池不怎么耐用。。。,3,2,电池 不怎么 耐用 
声音不好听，别的用着看,3,2,声音 不好 听 
打游戏有时会卡，听音乐声音大了扬声器会有破音,3,2,打游戏 会卡 听 音乐 声音 扬声器 会有 破音 
手机发热 更新一下自带软件都发热,3,2,手机 发热 更新 一下 自带 软件 发热 
拍照效果：别的都可以毕竟两千的游戏机拍照是真的有点不行了不知道是不是我没用好拍照真的得优化一下了,3,2,拍照 效果 毕竟 两千 游戏机 拍照 真的 有点 不行 知道 是不是 没用 拍照 真的 优化 一下 
手机背面有划纹，  其他倒还行，还送一个透明的手机壳子，还可以吧,2,1,手机 背面 有划 纹 倒 还行 送 一个 透明 手机 壳子 
己收到，刚用感觉不出来。但也热，电不耐用,3,2,收到 刚用 感觉 热电 耐用 
玩游戏会发烫 ，耳机也是有的送有的不送，这样不好,3,2,玩游戏 会发 烫 耳机 送 送 不好 
垃圾的要死，网络还没有4g好，千万别买,3,2,垃圾 要死 网络 没有 千万别 买 
没有耳机，建议大家买的时候问清楚。,3,2,没有 耳机 建议 买 问 清楚 
没配耳机，手机掉电量有点异常，手机不到3000或以上都这个样。哎,3,2,没配 耳机 手机 掉 电量 有点 异常 手机 不到 样 
用了一天，赔三百，回收了！,3,2,一天 三百 回收 
不要用那张电话卡不然你会后悔的,3,2,不要 张 电话卡 会 后悔 
手机确实蛮不错的，就是很疑惑为什么不能补发一个耳机非得我退货重拍，真是无语了,3,2,手机 确实 蛮 不错 疑惑 不能 补发 一个 耳机 非得 退货 重拍 真是 无语 
双肩包一个月了都没收到。不知道发还是不发。,2,1,双肩包 一个月 没收 知道 发 不发 
下电有点快，王者460 像素一般，感觉掉坑里了,2,1,下电 有点 快 王者 像素 感觉 掉 坑里 
后悔入坑，充电速度还可以，游戏卡顿，像素一般,2,1,后悔 入坑 充电 速度 游戏卡 顿 像素 
你们的手机中框四角会有断裂痕吗?,3,2,手机 中框 四角 会 有断 裂痕 
不建议大家购买打游戏屏幕不跟着走已经退了有钱还是买IQOO7,3,2,建议 购买 打游戏 屏幕 跟着 走 已经 退 有钱 买 
试用了下，不如想像中好，感觉还不如老的Z1x,3,2,试用 想像中 感觉 老 
手机一般，感觉电池不怎么耐用，用不了一天就没电了！,3,2,手机 感觉 电池 不怎么 耐用 不了 一天 没电 
买来送给老妈的，结果老妈说不好用,3,2,买来 送给 老妈 老妈 说 不好 
电池下的有点快，也不打游戏，没有达到预期,3,2,电池 有点 快 打游戏 没有 达到 预期 
别的都还行就是，耳机插孔不好使，不到一个月用不了了,2,1,还行 耳机 插孔 不好 不到 一个月 不了 
前天买的，昨天收到，今天降价,2,1,前天 买 昨天 收到 今天 降价 
618买的手机，7月3日才发货，等得花儿都谢了,2,1,买 手机 月 日 发货 花儿 谢 
手机买了一个月多发烫就比较严重了，并不是很理想,2,1,手机 买 一个月 多发 烫 比较严重 理想 
确实有杀后台的现象（打开两个程序，七八分钟后切换到另一个程序发现该程序已经被关闭），挺不方便的，希望早日优化。,3,2,确实 杀 后台 现象 打开 两个 程序 七八分钟 切换 一个 程序 发现 程序 已经 关闭 挺 方便 希望 早日 优化 
收到货到时候外面没有什么保护的东西 ，很害怕在路上磕磕碰碰坏,2,1,收到 货 到时候 外面 没有 保护 东西 害怕 路上 磕磕碰碰 坏 
然后不充电的时候手机还会很烫，关键是没玩多久,3,2,充电 手机 还会 烫 关键 没 玩 多久 
电池有点不耐用其他的还好，就是指纹有点不太灵敏,3,2,电池 有点 耐用 还好 指纹 有点 不太 灵敏 
感觉这个机子运行还是不是好流程，会出现闪退有时候,3,2,感觉 机子 运行 是不是 流程 会 出现 闪退 有时候 
答应送我耳机，为什么不送，手机不好大家不要买。,2,1,答应 送 耳机 不送 手机 不好 不要 买 
希望改进物流服务吧太慢了 送货速度,3,2,希望 改进 物流 服务 太慢 送货 速度 
有一说一，做工确实在细微处不足，至于其它的，手机刚到手，暂不作评论,3,2,说 做工 确实 细微处 不足 手机 刚 到手 暂不作 评论 
耗油厉害！刚买几天降价300还不保价！！！,3,2,耗油 厉害 刚买 几天 降价 保价 
待机时间：到了20%以下一分钟掉完20%，这真是我没想到的。 而且还没有耳机。,2,1,待机时间 以下 一分钟 掉 完 真是 没想到 没有 耳机 
不卡，但是下载软件的时候发烫,3,2,不卡 下载 软件 发烫 
济南华强发的货，完事包裹里面没有发货单，拆封后手机已经贴膜了！,3,2,济南 华强 发 货 完事 包裹 里面 没有 发货单 拆封 手机 已经 贴膜 
手机在用了，送的慢，历时22天。难顶运行速度：新手机，差不了,3,2,手机 送 慢 历时 天难 顶 运行 速度 新手机 差 不了 
产品还行，但是售后极其不负责任，说的最多的就是请稍等，无法解决问题！,2,1,产品 行 售后 极其 不负责任 说 请稍等 无法 解决问题 
扬声器有点劣质，有一丝丝杂音。估计是生产出的问题吧,3,2,扬声器 有点 劣质 一丝丝 杂音 估计 生产 出 问题 
