content,creationTime,nickname,referenceName,content_type
还没拆开看，老房子，插座进水口都没有，只能退了,2017-10-24 19:06:02,j***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
非常好，安装师傅很给力，很专业，值得大家信赖。,2017-10-24 15:25:08,张家姑娘一一,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
很不错，热水器很大，外观美观，加热快，相信美的品质，京东服务很赞！,2017-10-24 10:48:52,a***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器已收到，还没装大牌子质量应该不错。快递小哥服务态度很热情，好评！,2017-09-22 10:58:10,北***川,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
买的第二件热水器了，很不错，值得信赖。第一个40升，用起来很好。超值,2017-10-08 10:33:58,c***9,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
京东物流很快  快递师傅也很敬业   非常感谢  等安上后再来评价,2017-10-21 20:33:30,李***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
装了有有一段时间了才来评价商品，拿总体来说还比较满意，售后也比较结实。,2017-09-20 11:54:20,8***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
热水器看起来还不错，物流及服务真心给力，非常感谢售后及安装师傅。很满意,2017-09-19 21:59:24,j***d,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
降价下单899元，比现在下单便宜，多多关注产品抢购,2017-09-19 09:16:34,c***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
非常好，现在网购我只认京东，产品正品，售后给力！,2017-10-03 13:55:12,3***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
东西已经收到啦，还没有安装，看着不错，安好再来,2017-10-18 10:16:19,安***比,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
买给妈妈用的，她说很好用，价格也很实惠，售后安装态度很好，非常满意,2017-10-17 11:05:03,掉***里,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),pos
用了一次，隔天再用就不能启动了，一颗星不谢，正在保修，美的这个牌子真的完蛋，同事家电器清一色美的，三天两头出问题，唉，后悔没听她的。,2017-09-24 22:43:17,j***0,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装竟然配了两个人过来，是什么问题？一来就说无法安装（因空间问题，安装的位置在洗手间的外面，隔了一堵墙，不过在3米之内，就是上下层，打墙还是自己打的）因为所有材料都是自己的，所以只请安装人员把热水器挂墙壁上就请他们马上离开，下面所有的管道等都是自己安装，省了400大洋。晚上邻居告诉我，那两个安装人员在路上嘀咕，说早上白跑了一趟，这么抠的业主，早知道就不来，让他们再等几天。另外配的花洒竟然漏水，郁闷啊&hellip;&hellip;,2017-10-17 08:51:23,c***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一次很不愉快的的网购，已经几天了，心里还是不舒服。下单付款后半小时，客服打电话来说当天送货，心喜，请假回家等待。2小时后，物流打电话说我所在区域第二天才送，无语，2天工资没有了。京东的人员来电话，我说了情况，她说马上跟商家联系，也没有下文。第二天8点安装师傅联系我安装，上京东一看，已经安排人送货中，马上联系，告知货在惠州，下午4点送到，郁闷。下午2点开始联系安装师傅，告知5点过来。还好4点货到，马上电话安装师傅，说5-6点一定到，5点开始又联系，无人接听，7点终于联系上，说安排别人过来，他太忙了，直到9点无人来。已经2天没有洗澡了，感冒了不敢冷水洗。10点过师傅说好，再晚也来，结果人没有来，找宾馆解决了。直到第三天中午才来安装好。我面对京东，面对安装师傅，都无语了。今天去楼下商场逛，价格一样，付款马上送货安装，还送一盒安琪月饼，又一次无语了。我希望京东蒸蒸日上，但这样的每况愈下的服务还是京东吗？,2017-09-28 21:45:43,J***r,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"这次消费令我非常生气，主要是美的的安装服务（广州海珠区新港西地区）太差了：
1.我周三的时候预约好周五11点上门安装。结果到了周五10点半，安装人员才打电话来说：我预约的是电话联系的时间，下午才来安装。打电话还要提早两天预约吗？他们时间安排得差，还使用这么恶虐的借口。我专门请假在家等了一个上午，结果和他们几个人吵了很久才肯中午来。
2.电话预约时特意问明白要否收费，客服说水管要收费，没有其它收费。上门后却变成了小零件也要收费（一个转弯接口居然收15元），简直打劫。安装的人还出示了美的收费标准小册子，但上面的小零件图片全是拉伸变形的小图标，完全无法识别上面的零件，实际上是随他开价。
3.安装人员装水管时有意多装两个弯位，估计为了多用几个转弯接口。结果使得极其难看，更糟糕的是热水器出水水压明显比冷水降低了很多。安装人员说热水器都是这样，不承认是安装问题。后来我对比了另外两个储水热水器，根本没有发现这种问题。
4.最后安装人员一共收了94元，安装人员还说电话回访时记得给好评，我心想这人真是什么便宜都想占。后来美的根本没有电话回访，打400投诉也被应付了。
5.不再和你打交道了美的。",2015-06-25 17:36:36,j***g,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"1.买时说是免费安装，结果到货后，安装是免费但配件钱又要130，找遍店家的详情页，这个费用一字未提，配件上面也没有，美的方面说这个配件全国统一价，我要不在这边按装漏水他不保修，这不是逼着花这份钱吗？到底是哪们子的免费安装！我在以前实体店买的热水器那才是免费安装，除机器价钱其余一毛不花，美的实体店1099，京东安完1029，我何必上你京东！具体配件见图，那几个东西值几个钱大家看吧。
2.京东师傅提货上楼时，货物从楼梯上滚下去了，师傅说换一台，40分钟后换回来，速度挺快，但具体换没换货无法查询，京东客服也查询不到，心里担心。",2016-06-22 12:59:52,小***神,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买了美的的热水器，首先，没有时间设定，预约只能预约几个小时以后，最主要的，请看好，安装费用安装费260元，（260元包括两个角阀，两跟管，还有一个支架）最主要的，请看好，安装费用安装费260元，（260元包括两个角阀，两跟管，还有一个支架）最主要的，请看好，安装费用安装费260元，（260元包括两个角阀，两跟管，还有一个支架）,2017-09-27 15:34:39,津***一,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
400电话按3后客服忙让关注微信平台安装，试了好几个手机打不开里面的安装维修页面，尝试联系安装人员2天了无法联系到，麻烦请告知一个可以联系到人的安装方法或者联系方法。,2017-03-29 20:44:02,薛***学,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
下图是我自己安装的。安装公司说要加收八十块的 ppr 管和接头。我自己就是做水电的。肯定不给他们装，之后打电话和说我这样装是不保修的。不装 ppr 管，不是他们公司的人安装会漏电电死人。操美的公司。打客服电话让其找工程师给我解答下，他们到底有什么技术漏洞，这样安装会漏电。等了半天都无回复。家里三台热水器都是美的的。现在都不敢用了。水本来就是导电介质。装什么管都是一样的。花钱从美的买了个随时拿漏电的机器回家。气死人。建议大家三思。,2016-09-19 22:58:37,郭***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
热水器是漏水的，安装师傅说是坏的。找美的客服，客服说需要专业师傅检验完开了确认单再申请退换货，申请后1-3天才能发货，广东的9月还是35℃的天啊，让我等一周的时间，期间都是用凉水冲澡，不得不说高估了美的的品质和服务，白白放了100L 自来水和打了几十分钟的客服电话，最糟糕的一次采购，没有之一！良心评价，想采购的慎重！,2017-09-22 19:32:22,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
6月初下单抢的热水器，很快送上门安装，设定60度，在没断电没人使用的情况下自动升温到60度后1小时内下降5度不启动，给京东打电话来了一个维修师傅，说5度以内正常。师傅走后当天晚上设定60度同样在没人使用没断电情况下下降到51度，幅度高达9度，当天保修，又来一维修师傅说10度内正常，我真想问问，在没人使用没断电情况下设定60都，自动回落到40度，温差20度你们再来个人是不是也得告诉我上下浮动20度正常。京东说马上在联系专业人员做检测，2周过去了连个影都没有，再也不回来京东买东西，我真想问问刘 强 东，你的承诺，你的品牌都去了哪里。,2017-06-23 21:39:25,j***g,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装是收费的！别信上面说的安装免费！电器安装免费是曾经的实体店，那是真免费！商品可能是比实体店便宜些，但安装费要了我200元是不是有点离谱了！热水器吧都这类东西，都差不多！总不能刚按上就坏了不能使吧！装都装上了，凑合使吧！,2017-06-30 09:07:12,m***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我说美的安装师傅是不是太死脑袋了？是不是太石脑瓜子了，我家的热水器安装在厨房里怎么就不行了，说什么也不给装，非让装在卫生间了，我家装在哪里用你管啊，你管我装在厨房还是卫生间呢，就说装在厨房不给安装，必须装在卫生间里，气死我了。最后也没装，我这个热水器就白买呗是不？你们安装的人怎么回事，我不想说太过格的话啊，但这种服务态度太不像话了。最后走了，也没给安装，请问一下美的客服，都是这样的呗？,2016-06-20 16:03:00,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西不说。美的售后真不行，第一天没装，需要调整位置，过了两天头条下午打过去预约到第二天一早就安装，说了赶工期，对方答应了，第二天安装洁具的工人都到了等了几个小时还不见人来。打电话说要下午过来，气死了，再打电话调节说几分钟回复，这一推就没影了，再次打过去竟然说没有安装工人！打算投诉他电话给我打来了，说现在有人正在装车，装上车就去安装，路程最多半个小时，却等到下午一点半才过来。诚信去哪里了。管件都是杂牌子根本不是原装配套的。质量垃圾。,2016-09-30 09:34:10,达***达,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
特堵心的一次网购，商家服务好，多次跟我电话联系，确认送货时间～京东快递也是一如既往的好，都给五星好评，可是在售后安装服务中，太气人了，第一天中午安装了，夜里突然就爆裂跑水，一个75岁老人在家，半夜吓死人了，而且水往整个卫生间四面喷，夜里我给售后服务人工台留言，售后服务部第二天及时回复了我，并安排安装工来维修，可是这名安装工又再次收取了材料钱，第一次安装有问题，这么大的美的公司没有对用户表示歉意，为用户以提供优质服务为目地，诺大一个美的公司就差这50元钱？？？而且没有开收据！！！用户都没有找你赔偿，在用户认为，安装工也属于美的售后服务的一部分，说真心话，这种售后服务，比海尔差远了,2017-09-13 11:12:37,t***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"从此远离京东平台，服务太差，
所有的好评，均给与美的售后服务，100个赞

购买此款热水器，因家庭线路电压不稳，使用热水器连续调整，导致卧室led吊灯200rmb烧毁，美的售后多次协助处理，确认电压不稳，无法正常使用，特向京东申请7天无理由退货，但京东竟然说7天无理由退货要打8折退货，也就是1199只能退959,八折退货，京东态度强硬，电压问题是你自己的问题，和京东无关，自己处理，大家看看现在的任何一个平台，买东西7天无理由，都是全款，就算一个衣服不适合一样全款退，京东竟然8折退，什么鸟规则


最终协调当地美的售后，最终处理，美的售后态度诚恳服务好，家庭有大大小小8台产品均可以，

远离京东！",2017-10-21 12:46:37,苏***明,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装完后第二天，就不会出热水，真是呵呵了，这就是美的的品质？第一天好好的，洗完澡就正常关了，没想到第二天提前烧了一个小时了再进来洗澡发现怎么弄都没热水，我就不想多做解释了！,2016-09-19 07:18:52,慕***逍,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
美的真是越来越差了，以后再也不用美的了，反正这个时代电器牌子那么多，美的也不是最好的一个，更好的多着去，电器费电，加热慢，安装材料260！！！！不推荐购买，不建议购买,2016-06-27 11:47:42,j***。,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
说的免费安装其实是变相收费，一米左右管子和两个接头加块固定板收两百多块钱所谓的材料费。纯属霸王条款！选购需谨慎，既然免安装费，建议购买的亲去把这两种材料买来让售后来装!,2017-09-11 11:15:45,c***T,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
怎么送来了没有安装！两天了都扔在客厅里！什么意思？没人管吗？客服也不给个说法！是不是要放到保修期过了才安装，你们的都装了没有？,2016-09-23 10:29:17,W***W,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
感觉有点坑;买的时候真不知道不包安装支架那些;还出了一大笔钱;真心不想说;安装完看到那张安装费用真晕了！！不想说,2016-06-29 18:51:02,小***青,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"安装一个热水器竟然要400多块，穷疯了吧。抢钱那吧。
说我的墙体不行，电热水器要安装支架，一个支架150元，金子做的啊，安装一个空调架子镀锌的才80元。
不安装他的支架不保修，这是什么霸王条款。
强烈建议不要用他们的安装，就是抢钱啊。",2016-06-27 12:48:50,j***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东自营19号下单说21号到，崔了上面说29号到再崔就是24号晚上八点钟送到。热水器刚装上，是自己装好的，来了两个安装人员我说用我的材料装一点都不乐意，也不专业，旧的西门子热水器还要我自己折下来，他们折要给折费，工具也是用我的，他们的包安装只是把热水器挂在墙上，连管路都是我自己接的，简洁方便。,2016-06-27 20:45:09,j***t,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
东西还行，这上门安装的人一塌糊涂，装个这个热水器居然快装了三个小时，拿16的转头打18的洞，装进去的膨胀螺丝全部是松松垮垮的！而且墙上还给我多打了两个洞，新新的房子，真是醉了,2016-09-28 08:59:16,z***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"美的产品很好！
安装很坑人的！明明封顶200元，却要收费232元。我就是搞不懂了，我总共安装管路都不超过1米，2个角阀还是我自己买来的。你怎么那么有底气收费200多呢
美的，我就是问你，你是卖产品呢？还是靠安装费坑我们呢？",2017-09-23 21:27:08,苹***酷,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这叫售后服务吗？等了一天，打了几次电话，结果售后来了叽叽歪歪的就不想给安装，说免费安装就是把热水器挂墙上就完成了，说了半天，最后安个半截扔下就走了，还得我再找人安装，这种售后还不如没有。,2017-06-24 18:09:23,j***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
真不咋地。 不如实体店的，不知真假,2017-10-01 20:23:44,回***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
美的安装人员把热水器打坏了  说退钱 几天没有通知,2017-10-13 14:16:37,w***u,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我对美的此次安装服务非常不满意，我6月20日就预约到6月25日上午安装，可是到25日上午9点多才告诉我下午才能安装，我一天的排程计划都会被打乱。我预约到安装有五天时间，这五天你们的安装计划我不信都没排好？你们最晚也要提前一天给我通知更改安装计划呀！我的行程好另做安排！可你们的服务宗旨就是这样子的吗？我为这次服务感到非常的不满意，我为美的这次服务感到非常的不满意，我为美的公司感到非常的不满意，请后者引以为戒！我建议不要买此款产品,2017-06-25 16:12:06,j***1,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
太生气了，安装人员一项一项加钱，还没装就要收300左右了，都没敢装还是退了省心,2016-06-27 12:22:47,血***龙,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
我烧了四个小时也没有烧到75，垃圾产品，客服也把我加到了黑名单，问不了，等于花钱买教训，醉了,2016-06-29 21:29:18,jd_139196gis,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
非常不满意，，一个空中砖安装支架竟然敢要100块，网上品牌的才买35块，我真想说你怎么不去抢啊，什么免费安装啊，都是坑人的，与其说是免费安装的不如说是高价卖配件的，送货的来了就让弄手机好评，你们这套路挺深啊！我是看那么多好评才卖的谁知道买了才知道都是造假的，谁买谁后悔,2017-10-20 17:38:03,W***3,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
本来是要给好评的，可是售后收费太夸张了，就这两根管子收我一百块钱，故意拍出来给大家评评理的，试问这两根管子在哪里能值一百块&hellip;不管实体店还是本京东这管子也值不了五十元一根,2017-10-23 08:39:40,j***d,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
***的售后，电话预约好了，也不来，然后就没有然后，美的安装的售后真是***，害得我自己安装。,2017-10-01 22:40:52,垚***妻,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
对于安装师傅很无语，之前自己家在这儿也买过一个，安装费收了100，很合理，这一次安装的时候是我爸爸去的，安装人员可能为了多收钱吧看我爸不太懂就要我们什么都装，都是新房，一样的平整的墙面跟我爸爸说要装支架（支架应该是墙面不平或者里面空心才需要）各种收费一共收了250，价格是之前的两倍不止，投诉无果，安装师傅理直气壮地说装之前跟你讲过了，哭笑不得?,2017-10-15 15:54:51,j***f,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装一直拖拖拖，安装时没有提前告知任何信息，安装后加收材料费，加收价钱超过热水器价的1/4，以后不再用美的，周围朋友也劝他们不要用，一点都不真诚，尽给消费者下套,2016-06-27 11:13:49,郎***航,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装真值钱，就那两根管加几个接差不多要了我两百块，装个空调都不用五十块钱，,2017-10-08 10:52:46,A***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
一星是送给美的售后的，首先刚微信预约就打过来电话，这个效率挺高的，但是连地方都没看过电话里张口就说安装下来得三四百？？我只能说等有空过来看下地方再说钱的事，嗯过来后，反正七说八说下来给你凑到差不多400不松口，那我直接实体店好了，费这么大劲差不多的价钱，用不起你们美的售后  最后自己买的材料找师傅安装。热水器正在评估中  等用了再来追评,2017-09-07 20:57:37,抱***_,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
真是超级不满意，安装之后丢了一只角阀，买来的时候30块，总之家里是找不到了，向客服反馈已经4天了没有跟进没有核实没有任何回复，还说自己买材料是应该不帮安装的。说好的免费上门安装因为自己买材料就不情愿了？是给不了你们赚点小费所以不开心了？我真的很生气，本来打算还在美的继续买冰箱的！但是！目前看来我不会再在美的买电器了！！！无比失望,2017-09-19 22:00:15,原***H,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
有负分么？ 第一：购买商品时服务人员 不及时说明插头偏大情况造成请电工2次，购买插板一个。第二：售后服务太差，告诉服务电话却却要收费 。第三：问他（她）解决办法，售后一点建设性意见没有，态度冷硬差。,2017-10-05 21:47:08,b***i,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
是可以对服用 但是感觉好蠢 安装师傅强行凑150 客服回访我不给好评 指出那里多收费 又要给我发红包  滑天下之大稽 我还在上班哎 我有那么多时间陪你们玩么 能不能少点套路 多谢真诚,2017-09-05 18:36:50,jd_158216xwi,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
乐色！烧水贼慢！费劲！一个小时才够一个人洗！边洗边烧供不上！！！！！！！,2016-06-30 09:47:34,C***沫,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
帮安装了，收了106元钱，**气死我了,2016-09-23 14:41:16,杜***虎,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装师傅根本没有安装好，根本不能用，打水走廊漏水的一塌糊涂,2017-09-22 23:56:36,孙***y,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
自己安装不给保 什么逻辑 各种类型收费 安装个热水器和油烟机300多 带的挂架不行得在那买 油烟机新楼都是独立烟道非要按止逆阀 不安不好使 我就不理解了口都是安装那个大小做的咋不按那个东西就不好使呢？按了还得把上边带的板卸下来 我想问那花钱按那个东西做啥？那设计出来就是不带板子的好不,2017-09-19 10:08:56,j***x,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
都不知道是怎么回事买的同一款给发的还不一样,2017-10-21 18:27:12,jd_135269dpp,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"发货超级慢，服务态度还差，当天18点下的单，显示第二天送货，第二天早上接到电话说明天送，到了第三天又接到电话说明天送，我很生气说不行，一定要今天送，他们立马挂掉电话，系统立马显示三天后送货，这什么态度，给购买者的感觉就是你反正付了钱，你爱要不要，建议大家不要购买，就像董明珠说的&ldquo;美的就是一个片子&rdquo;，看来**说的是有根据的。
使用的时候还特别不好，关掉开关之后至少还要漏水250毫升，如果你家里有5口人，每洗一次澡就要漏水250毫升，也就说一年的漏水量是5*250*365=456250毫升水，如果美的一年卖5万台，那一年要浪费的水资源:45625*50000=22,812,500,000ml=22，812，500L，太吓人了，这样的产品建议大家不要用",2017-06-24 23:42:27,j***w,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装不及时，服务太差劲，老往后推，,2017-10-21 10:26:52,1***p,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
买回来的东西上门安装的材料被强行收费还不给自己买、扯淡嘛？霸王条款么什么东西操、几个阀门收费140元、美的哪去买药吃、。,2016-09-21 16:58:51,z***g,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"土立土及说的不是东西说的是安装，安装人到这边会和你说你这个安装不了，这个那个那个什么都不行，都要重新搞，我买一个热水器才八百多，安装一下要五百，有没有搞错，抢的啊？要命啦这是，买的时候先要谈好安装的事情，太土立土及了，全是套路，想要购买的注意了不要被套
进去",2017-09-07 12:06:25,低***血,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
对于热水器的安装，我已经无力吐槽，奥克斯的没问题。安装热水器需要用的配件内丝三通，京东页面显示的是9.2一个，美的热水器的工作人员出示的工作证后面的价格居然是20元一个，再三确认还是20元一个，直到我们告知不用他们安装，我们打电话询问京东时才说那就按照京东上面的价格吧。,2017-10-14 15:49:25,小***歌,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
加热特别慢，慢的无法忍受，评论加热2小时。客服说了，不退不换。1500瓦和2100瓦，随机发货。无语了也是。,2017-10-07 18:57:53,寒雪候鸟,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
请问。好看吗。还花了几十块钱买的管子安装，就装成这个样子。还说我的出水口留错了，那你也可以靠墙走，为什么腾空架过去，好看吗？美的厂家？,2017-10-11 10:28:52,W***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
就这么点配件就要了我220元，简直坑死人了！我的天，还不如自己安装，什么免费安装都是挂羊头卖狗肉的，我才不信就这么几根管220！,2017-10-14 11:13:37,j***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
才买了半个月遥控器用过两次就不行了，客服说拿去售后店去换，去到售后店说沒得换给了一个很远的售后店去换，晕算了算我倒霉吧，你懂的。,2017-10-16 17:20:43,j***7,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
垃圾，超级难使，温度设定七十五度，洗一下就掉下来，然后就半天烧不上去，还有压力阀时不时自己吱一声，给维修打电话，他说是水压大，根本都不上门，但是一个大品牌，连这点问题都考虑不到，不是设计缺陷吗。安上之后一直没住人，不然肯定退货了。,2017-03-29 21:42:43,我***了,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
电器快递这一块真的不如小件快递，来了给我打眼踩马桶桶来了弄的这么脏一句话都不说按完了就走了这是我在京东这么长时间最最失望的一次。还有问他安装费用和我也说不清楚130以里，我想问问这个130以里到底是多少？跟我猜灯谜嘛？希望下次不会遇到这样的人！,2017-09-25 08:16:00,诸***马,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
安装工太差了，安装不够专心，安装还跟他儿子视频，单手操作，然后扳手掉了把我瓷砖砸坏了，而且热水器也给我装得太高了，我都不知道集成吊顶怎么装了！很差劲。本来燃气热水器也想买美的的，这样怕了直接买其他牌子。热水器质量应该不错。,2017-09-09 15:35:39,l***e,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
上来就找我们要500的安装费，因为买了两个热水器，等于一个热水器平均要250元。什么管子问题，还说我们家墙挂不住，也不想过多追问。最后交了300没把管子钱交了，不过真的挺霸王条款的。各种黑，什么明码标价，就是明码要钱加钱,2017-10-08 23:29:15,j***。,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
很生气，安装的师傅太恶心，说我家的是空心砖，必须买他的架子才能装，要280块钱。后来我自己去店里定制了架子花了90块钱，过了几天来了另一个安装师傅说我家不是空心砖，可以直接安装。搞得我耽误了几天的人工，还多花了冤枉钱！！！,2017-10-18 17:00:41,骊***泱,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
这个要吐槽了，安装师傅去了我们老人家，虽说是农村，但也不能骗人，明明写了安装费不能超过200，结果要了250多。善良，老实的农民就这么欺骗么，谁都想多赚钱，但取之有道，当你把所有人当成凯子的时候，财运也会离你而去的！,2017-09-28 22:49:38,f***4,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
龟孙的按上还要100元管子钱，在家放着呢，不按了,2016-06-25 23:44:50,C***p,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
太失望了，买了个坏的，售后维修人员还说因为我的使用不当造成的，最主要的是维修人员说了只要不是售后安装的，出现的问题全是用户自身造成的，我觉得太不合理了，是否是机器本身问题完全靠维修人员主观上的判断，根本没什么检测手段,2017-10-10 01:57:21,专***条,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
购买产品后降价不通知，明知道三十天里补差价，为什么不直接同意，要是我们看不见就啥事没有呗。。。。质量也没保障，买回家遥控器不能用      不过客服服务态度非常好,2016-06-24 22:35:42,j***t,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东就是一个坑，太坑人，买成1199，有些人才买成699，买了就降价，在京东买要多关注一段时间，不愉快的一次购物。本来想退了的，由于时间关系就忍了。提醒在京东上购物多多注意。美的热水器还是不错的。,2017-10-15 20:48:11,j***8,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
快递挺快，但是安装师傅太黑了，一个水龙头你要我200多，还拿单子给我看，我自己去买才15，完了告诉我是不锈钢的贵，我自己去看的跟安装师傅给我的一模一样。真的坑,2017-03-29 11:54:21,j***c,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
第一次在京东买家电，买了一台空调和热水器，不买不知道！我买之前是看好评率才买的！安装后师傅说要我马上给好评还要拍照确认！说不给好评京东就要扣他们的钱！这时才知道原来京东上的好评都是这么来的！,2017-10-17 10:59:51,159*****126,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
京东购物最最贴心的一次了，2000元不到的热水器，安装费竟然只收500元，京东客服竟然不接受投诉，更不解决问题。不给一星都对不起这服务,2017-10-12 19:45:29,老***尼,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
"1.安装收了150材料费。2，配送了个计时开关，根本不能用。3，放水的时候噪声很大。4，花洒一点用没有，很烂。5，冷热水开关调节不灵敏.6,遥控器没啥用，稍微远一点就控制不了了",2017-09-21 09:39:53,z***m,美的（Midea）60升预约洗浴 无线遥控 电热水器 F60-15WB5(Y),neg
